input_id,route_id,configuration,process_id,route_sequence,input_value_raw,input_unit_raw,target_unit,unit_conversion_needed,hourly_cap_guard,sign_convention,sign_check_status,unit_check_status,source_id,source_class,candidate_source_file,evidence_quality,public_reportability,source_status,approval_status,intended_use,required_phase,review_status,promotion_status,missing_evidence_before_approval,approval_blocker,reviewer_notes,notes
TRR01,BASELINE_BF_BOF,baseline_bf_bof,bf6,1,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs explicit configuration activation rules,Route membership is structural only and not an operating coefficient,Baseline BF-BOF route member.
TRR02,BASELINE_BF_BOF,baseline_bf_bof,bf7,1,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S02;S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs explicit baseline-only activation logic,Phase-1 closure must remain a separate configuration rule,Baseline BF-BOF route member.
TRR03,BASELINE_BF_BOF,baseline_bf_bof,osf_converters,2,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03;S09;S10,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs converter aggregation review,Route membership is structural only,Baseline BOF route member.
TRR04,BASELINE_BF_BOF,baseline_bf_bof,cast_split,3,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03;S09,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs downstream split policy review,Route membership is structural only,Baseline split-hub route member.
TRR05,BASELINE_DSP_SINK,baseline_bf_bof,dsp,4,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03;S09,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs sink-treatment review,Route membership is structural only,Baseline DSP sink member.
TRR06,BASELINE_SLAB_SINK,baseline_bf_bof,wbw,4,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03;S09,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs sink-treatment review,Route membership is structural only,Baseline slab sink member.
TRR07,PHASE1_BF_BOF,phase1_hybrid_bf_bof_plus_dri_eaf,bf6,1,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs explicit Phase-1 activation rules,Route membership is structural only,Phase-1 BF-BOF route member.
TRR08,PHASE1_BF_BOF,phase1_hybrid_bf_bof_plus_dri_eaf,osf_converters,2,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs converter aggregation review,Route membership is structural only,Phase-1 BF-BOF route member.
TRR09,PHASE1_DRP_EAF,phase1_hybrid_bf_bof_plus_dri_eaf,dri,1,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S02;S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs annual-to-hourly methodology and DRI route abstraction review,Route membership is structural only,Phase-1 DRI-EAF route member.
TRR10,PHASE1_DRP_EAF,phase1_hybrid_bf_bof_plus_dri_eaf,eaf,2,member,route_membership_flag,route_membership_flag,no,not_applicable,not_applicable_structural,not_applicable_structural,not_applicable_structural,S03,site_public,topology_assets_candidates.csv,high,public,candidate_not_approved,candidate_not_approved,route_membership_review_only,S2,candidate_row_normalised,not_ready,Needs batch-equivalent simplification review,Route membership is structural only,Phase-1 DRI-EAF route member.
